#SENTENCENUM	1
#SRCFILE	-
But	but	lc_Ul5	sf_UT	sf_BUT	sf_	NOTAG	MD	CC
could	could	lc_l5	sf_LD	sf_ULD	sf_OULD	VB_NN	BE	MD
be	be	lc_l5	sf_BE	sf_	sf_	MD	JJed_VBN	BE
seen	seen	lc_l5	sf_EN	sf_EEN	sf_SEEN	BE	JJing_VBG_NN	VBN
flying	flying	lc_l	sf_NG	sf_ING	sf_YING	JJed_VBN	RP_RB_IN	VBG
across	across	lc_l	sf_SS	sf_OSS	sf_ROSS	JJing_VBG_NN	ATI	IN
the	the	lc_l5	sf_HE	sf_THE	sf_	RP_RB_IN	VB_NN	ATI
distance	distance	lc_l	sf_CE	sf_NCE	sf_ANCE	ATI	IN	NN
of	of	lc_l5	sf_OF	sf_	sf_	VB_NN	NP_AT	IN
a	a	lc_l1	sf_	sf_	sf_	IN	NNU	AT
mile	mile	lc_l5	sf_LE	sf_ILE	sf_MILE	NP_AT	CC	NN
and	and	lc_l5	sf_ND	sf_AND	sf_	NNU	NP_AT	CC
a	a	lc_l1	sf_	sf_	sf_	CC	RB_NN_ABN	AT
half	half	lc_l5	sf_LF	sf_ALF	sf_HALF	NP_AT	,	ABN
,	,	lc_noalpha	sf_	sf_	sf_	RB_NN_ABN	VBD	,
came	came	lc_l5	sf_ME	sf_AME	sf_CAME	,	ATI	VBD
the	the	lc_l5	sf_HE	sf_THE	sf_	VBD	NN	ATI
yawl	yawl	lc_l5	sf_WL	sf_AWL	sf_YAWL	ATI	RI_RB_IN	NN
under	under	lc_l5	sf_ER	sf_DER	sf_NDER	NN	PP3O_PP$	IN
her	her	lc_l5	sf_ER	sf_HER	sf_	RI_RB_IN	JJ	PP$
full	full	lc_l5	sf_LL	sf_ULL	sf_FULL	PP3O_PP$	JJ	JJ
triangular	triangular	lc_l	sf_AR	sf_LAR	sf_ULAR	JJ	VB_NN	JJ
sail	sail	lc_l5	sf_IL	sf_AIL	sf_SAIL	JJ	,	NN
,	,	lc_noalpha	sf_	sf_	sf_	VB_NN	CC	,
and	and	lc_l5	sf_ND	sf_AND	sf_	,	TO	CC
to	to	lc_l5	sf_TO	sf_	sf_	CC	ATI	TO
the	the	lc_l5	sf_HE	sf_THE	sf_	TO	VB_NN	ATI
judge	judge	lc_l5	sf_GE	sf_DGE	sf_UDGE	ATI	POS_HVZ_BEZ	NN
's	's	lc_'l	sf_'S	sf_	sf_	VB_NN	JJed_VBN_VBD	POS
frightened	frightened	lc_l	sf_ED	sf_NED	sf_ENED	POS_HVZ_BEZ	VBZ_NNS	JJed
eyes	eyes	lc_l5	sf_ES	sf_YES	sf_EYES	JJed_VBN_VBD	,	NNS
,	,	lc_noalpha	sf_	sf_	sf_	VBZ_NNS	RB_QL_PN_CS	,
so	so	lc_l5	sf_SO	sf_	sf_	,	VB_RB_NN_JJ	QL
close	close	lc_l5	sf_SE	sf_OSE	sf_LOSE	RB_QL_PN_CS	TO	RB
to	to	lc_l5	sf_TO	sf_	sf_	VB_RB_NN_JJ	ATI	TO
the	the	lc_l5	sf_HE	sf_THE	sf_	TO	VBZ_NNS	ATI
rocks	rocks	lc_l5	sf_KS	sf_CKS	sf_OCKS	ATI	WP_QL_DT_CS	NNS
that	that	lc_l5	sf_AT	sf_HAT	sf_THAT	VBZ_NNS	PP3	CS
it	it	lc_l5	sf_IT	sf_	sf_	WP_QL_DT_CS	MD	PP3
would	would	lc_l5	sf_LD	sf_ULD	sf_OULD	PP3	BE	MD
be	be	lc_l5	sf_BE	sf_	sf_	MD	JJed_VBN_VBD	BE
dashed	dashed	lc_l	sf_ED	sf_HED	sf_SHED	BE	IN	VBN
against	against	lc_l	sf_ST	sf_NST	sf_INST	JJed_VBN_VBD	PP3OS	IN
them	them	lc_l5	sf_EM	sf_HEM	sf_THEM	IN	IN	PP3OS
with	with	lc_l5	sf_TH	sf_ITH	sf_WITH	PP3OS	ATI	IN
the	the	lc_l5	sf_HE	sf_THE	sf_	IN	VB_NN	ATI
lift	lift	lc_l5	sf_FT	sf_IFT	sf_LIFT	ATI	IN	NN
of	of	lc_l5	sf_OF	sf_	sf_	VB_NN	ATI	IN
the	the	lc_l5	sf_HE	sf_THE	sf_	IN	RB_NN_AP	ATI
next	next	lc_l5	sf_XT	sf_EXT	sf_NEXT	ATI	VB_NN	AP
wave	wave	lc_l5	sf_VE	sf_AVE	sf_WAVE	RB_NN_AP	.	NN
.	.	lc_noalpha	sf_	sf_	sf_	VB_NN	NOTAG	.

#SENTENCENUM	7
#SRCFILE	-
What	what	lc_Ul5	sf_AT	sf_HAT	sf_WHAT	NOTAG	DOZ	WDT
does	does	lc_l5	sf_ES	sf_OES	sf_DOES	WDT	PP3A_NN	DOZ
he	he	lc_l5	sf_HE	sf_	sf_	DOZ	VB_NN_JJ	PP3A
mean	mean	lc_l5	sf_AN	sf_EAN	sf_MEAN	PP3A_NN	RP_JJ_IN	VB
by	by	lc_l5	sf_BY	sf_	sf_	VB_NN_JJ	JJing_VBG_NN	IN
trying	trying	lc_l	sf_NG	sf_ING	sf_YING	RP_JJ_IN	TO	VBG
to	to	lc_l5	sf_TO	sf_	sf_	JJing_VBG_NN	VBN_VB	TO
come	come	lc_l5	sf_ME	sf_OME	sf_COME	TO	VB_NR_NN	VB
home	home	lc_l5	sf_ME	sf_OME	sf_HOME	VBN_VB	RN_RB_CS	NR
now	now	lc_l5	sf_OW	sf_NOW	sf_	VB_NR_NN	,	RN
,	,	lc_noalpha	sf_	sf_	sf_	RN_RB_CS	NOTAG	,
even_if	even_if	lc_l_l	sf_IF	sf__IF	sf_N_IF	,	PP3A_NN	CS
he	he	lc_l5	sf_HE	sf_	sf_	NOTAG	DOD	PP3A
did	did	lc_l5	sf_ID	sf_DID	sf_	PP3A_NN	VB_NN	DOD
promise	promise	lc_l	sf_SE	sf_ISE	sf_MISE	DOD	?	VB
?	?	lc_noalpha	sf_	sf_	sf_	VB_NN	NOTAG	?

#SENTENCENUM	15
#SRCFILE	-
When	when	lc_Ul5	sf_EN	sf_HEN	sf_WHEN	NOTAG	ATI	WRB
the	the	lc_l5	sf_HE	sf_THE	sf_	WRB	VB_NN	ATI
wind	wind	lc_l5	sf_ND	sf_IND	sf_WIND	ATI	BEDZ	NN
was	was	lc_l5	sf_AS	sf_WAS	sf_	VB_NN	RP_IN	BEDZ
on	on	lc_l5	sf_ON	sf_	sf_	BEDZ	NP_AT	IN
a	a	lc_l1	sf_	sf_	sf_	RP_IN	VB_NN	AT
rampage	rampage	lc_l	sf_GE	sf_AGE	sf_PAGE	NP_AT	,	NN
,	,	lc_noalpha	sf_	sf_	sf_	VB_NN	RB_QL_NN_IN_CS_CC	,
as	as	lc_l5	sf_AS	sf_	sf_	,	PP3	CS
it	it	lc_l5	sf_IT	sf_	sf_	RB_QL_NN_IN_CS_CC	BEDZ	PP3
was	was	lc_l5	sf_AS	sf_WAS	sf_	PP3	RN_RB_CS	BEDZ
now	now	lc_l5	sf_OW	sf_NOW	sf_	BEDZ	,	RN
,	,	lc_noalpha	sf_	sf_	sf_	RN_RB_CS	PP3	,
it	it	lc_l5	sf_IT	sf_	sf_	,	MD	PP3
could	could	lc_l5	sf_LD	sf_ULD	sf_OULD	PP3	VB_NN	MD
kick	kick	lc_l5	sf_CK	sf_ICK	sf_KICK	MD	RP_IN	VB
up	up	lc_l5	sf_UP	sf_	sf_	VB_NN	NP_AT	RP
a	a	lc_l1	sf_	sf_	sf_	RP_IN	NOTAG	AT
sea-sized	sea-sized	lc_l-l	sf_ED	sf_ZED	sf_IZED	NP_AT	NN	JJ
commotion	commotion	lc_l	sf_ON	sf_ION	sf_TION	NOTAG	WRB	NN
where	where	lc_l5	sf_RE	sf_ERE	sf_HERE	NN	PP3	WRB
it	it	lc_l5	sf_IT	sf_	sf_	WRB	HVN_HVD	PP3
had	had	lc_l5	sf_AD	sf_HAD	sf_	PP3	NP_AT	HVD
a	a	lc_l1	sf_	sf_	sf_	HVN_HVD	RB_NN_JJ	AT
straight	straight	lc_l	sf_HT	sf_GHT	sf_IGHT	NP_AT	VB_NN	JJ
blow	blow	lc_l5	sf_OW	sf_LOW	sf_BLOW	RB_NN_JJ	IN	NN
of	of	lc_l5	sf_OF	sf_	sf_	VB_NN	CD	IN
eight	eight	lc_l5	sf_HT	sf_GHT	sf_IGHT	IN	NNS	CD
miles	miles	lc_l5	sf_ES	sf_LES	sf_ILES	CD	VB_RP_RI_NN_JJ_IN	NNS
down	down	lc_l5	sf_WN	sf_OWN	sf_DOWN	NNS	ATI	IN
the	the	lc_l5	sf_HE	sf_THE	sf_	VB_RP_RI_NN_JJ_IN	NPL_NN	ATI
lake	lake	lc_l5	sf_KE	sf_AKE	sf_LAKE	ATI	.	NN
.	.	lc_noalpha	sf_	sf_	sf_	NPL_NN	NOTAG	.

#SENTENCENUM	18
#SRCFILE	-
Maybe	maybe	lc_Ul5	sf_BE	sf_YBE	sf_AYBE	NOTAG	NOTAG	RB
by_and_by	by_and_by	lc_l_l_l	sf_BY	sf__BY	sf_D_BY	RB	PP3A	RB
she	she	lc_l5	sf_HE	sf_SHE	sf_	NOTAG	VB_NN	PP3A
blow	blow	lc_l5	sf_OW	sf_LOW	sf_BLOW	PP3A	RB_PN_DTI	VB
some	some	lc_l5	sf_ME	sf_OME	sf_SOME	VB_NN	RBR_RB_QL_AP	RB
more	more	lc_l5	sf_RE	sf_ORE	sf_MORE	RB_PN_DTI	.	RBR
.	.	lc_noalpha	sf_	sf_	sf_	RBR_RB_QL_AP	POS_RQ_LQ	.
'	'	lc_noalpha	sf_	sf_	sf_	.	NOTAG	RQ

#SENTENCENUM	20
#SRCFILE	-
'	'	lc_noalpha	sf_	sf_	sf_	NOTAG	PP1A_NP_CD	LQ
I	i	lc_U1	sf_	sf_	sf_	POS_RQ_LQ	DOD	PP1A
did	did	lc_l5	sf_ID	sf_DID	sf_	PP1A_NP_CD	XNOT	DOD
n't	n't	lc_l'l	sf_'T	sf_N'T	sf_	DOD	VB	XNOT
hear	hear	lc_l5	sf_AR	sf_EAR	sf_HEAR	XNOT	PP2	VB
you	you	lc_l5	sf_OU	sf_YOU	sf_	VB	.	PP2
.	.	lc_noalpha	sf_	sf_	sf_	PP2	NOTAG	.

#SENTENCENUM	29
#SRCFILE	-
Chapter	chapter	lc_Ul	sf_ER	sf_TER	sf_PTER	NOTAG	NOTAG	NN
19	19	lc_d	sf_19	sf_	sf_	NN	.	CD
.	.	lc_noalpha	sf_	sf_	sf_	NOTAG	NOTAG	.

#SENTENCENUM	57
#SRCFILE	-
A_few	a_few	lc_U_l	sf_EW	sf_FEW	sf__FEW	NOTAG	NNS	AP
moments	moments	lc_l	sf_TS	sf_NTS	sf_ENTS	NOTAG	RBR_JJR	NNS
later	later	lc_l5	sf_ER	sf_TER	sf_ATER	NNS	ATI	RBR
the	the	lc_l5	sf_HE	sf_THE	sf_	RBR_JJR	NN	ATI
yawl	yawl	lc_l5	sf_WL	sf_AWL	sf_YAWL	ATI	BEDZ	NN
was	was	lc_l5	sf_AS	sf_WAS	sf_	NN	NN	BEDZ
upside	upside	lc_l	sf_DE	sf_IDE	sf_SIDE	BEDZ	VB_RP_RI_NN_JJ_IN	NN
down	down	lc_l5	sf_WN	sf_OWN	sf_DOWN	NN	,	RP
,	,	lc_noalpha	sf_	sf_	sf_	VB_RP_RI_NN_JJ_IN	JJing_VBG_NN	,
exposing	exposing	lc_l	sf_NG	sf_ING	sf_SING	,	PP$	VBG
its	its	lc_l5	sf_TS	sf_ITS	sf_	JJing_VBG_NN	JJ	PP$
shallow	shallow	lc_l	sf_OW	sf_LOW	sf_LLOW	PP$	NN	JJ
keel	keel	lc_l5	sf_EL	sf_EEL	sf_KEEL	JJ	.	NN
.	.	lc_noalpha	sf_	sf_	sf_	NN	NOTAG	.

#SENTENCENUM	97
#SRCFILE	-
One	one	lc_Ul5	sf_NE	sf_ONE	sf_	NOTAG	IN	CD1
of	of	lc_l5	sf_OF	sf_	sf_	PN_CD1	DTS	IN
these	these	lc_l5	sf_SE	sf_ESE	sf_HESE	IN	BEDZ	DTS
was	was	lc_l5	sf_AS	sf_WAS	sf_	DTS	WP_QL_DT_CS	BEDZ
that	that	lc_l5	sf_AT	sf_HAT	sf_THAT	BEDZ	AT	CS
an	an	lc_l5	sf_AN	sf_	sf_	WP_QL_DT_CS	NN	AT
officer	officer	lc_l	sf_ER	sf_CER	sf_ICER	AT	MD	NN
should	should	lc_l	sf_LD	sf_ULD	sf_OULD	NN	VB_NN	MD
join	join	lc_l5	sf_IN	sf_OIN	sf_JOIN	MD	NP_AT	VB
a	a	lc_l1	sf_	sf_	sf_	VB_NN	VB_NN	AT
ship	ship	lc_l5	sf_IP	sf_HIP	sf_SHIP	NP_AT	,	NN
,	,	lc_noalpha	sf_	sf_	sf_	VB_NN	RP_IN	,
on	on	lc_l5	sf_ON	sf_	sf_	,	JJing_VBG_NN	IN
taking	taking	lc_l	sf_NG	sf_ING	sf_KING	RP_IN	RP_IN	VBG
up	up	lc_l5	sf_UP	sf_	sf_	JJing_VBG_NN	NP_AT	RP
a	a	lc_l1	sf_	sf_	sf_	RP_IN	NP_JJ	AT
new	new	lc_l5	sf_EW	sf_NEW	sf_	NP_AT	NN	JJ
appointment	appointment	lc_l	sf_NT	sf_ENT	sf_MENT	NP_JJ	,	NN
,	,	lc_noalpha	sf_	sf_	sf_	NN	IN	,
at	at	lc_l5	sf_AT	sf_	sf_	,	CD	IN
nine	nine	lc_l5	sf_NE	sf_INE	sf_NINE	IN	NR	CD
a.m	a.m	lc_l.l	sf_.M	sf_A.M	sf_	CD	RB	RB
precisely	precisely	lc_l	sf_LY	sf_ELY	sf_SELY	NR	,	RB
,	,	lc_noalpha	sf_	sf_	sf_	RB	JJed_VBN_VBD	,
dressed	dressed	lc_l	sf_ED	sf_SED	sf_SSED	,	RP_RB_IN	VBN
in	in	lc_l5	sf_IN	sf_	sf_	JJed_VBN_VBD	ATI	IN
the	the	lc_l5	sf_HE	sf_THE	sf_	RP_RB_IN	NN_JJ	ATI
modern	modern	lc_l	sf_RN	sf_ERN	sf_DERN	ATI	NN_JJ	JJ
equivalent	equivalent	lc_l	sf_NT	sf_ENT	sf_LENT	NN_JJ	IN	NN
of	of	lc_l5	sf_OF	sf_	sf_	NN_JJ	NOTAG	IN
frock-coat	frock-coat	lc_l-l	sf_AT	sf_OAT	sf_COAT	IN	CC	NN
and	and	lc_l5	sf_ND	sf_AND	sf_	NOTAG	NN	CC
sword	sword	lc_l5	sf_RD	sf_ORD	sf_WORD	CC	.	NN
.	.	lc_noalpha	sf_	sf_	sf_	NN	NOTAG	.

#SENTENCENUM	101
#SRCFILE	-
The	the	lc_Ul5	sf_HE	sf_THE	sf_	NOTAG	VB_RBR_JJR_JJ	ATI
lower	lower	lc_l5	sf_ER	sf_WER	sf_OWER	ATI	VB_NN	JJR
bar	bar	lc_l5	sf_AR	sf_BAR	sf_	VB_RBR_JJR_JJ	BEDZ	NN
was	was	lc_l5	sf_AS	sf_WAS	sf_	VB_NN	VB_NN_JJ	BEDZ
empty	empty	lc_l5	sf_TY	sf_PTY	sf_MPTY	BEDZ	,	JJ
,	,	lc_noalpha	sf_	sf_	sf_	VB_NN_JJ	NOTAG	,
save_for	save_for	lc_l_l	sf_OR	sf_FOR	sf__FOR	,	ATI	IN
the	the	lc_l5	sf_HE	sf_THE	sf_	NOTAG	NN	ATI
lady	lady	lc_l5	sf_DY	sf_ADY	sf_LADY	ATI	JJed_VBN	NN
known	known	lc_l5	sf_WN	sf_OWN	sf_NOWN	NN	RP_JJ_IN	VBN
by	by	lc_l5	sf_BY	sf_	sf_	JJed_VBN	RB_PN_JJ_ABN	IN
all	all	lc_l5	sf_LL	sf_ALL	sf_	RP_JJ_IN	NOTAG	ABN
habitue*?2s	habitue*?2s	lc_l*?dl	sf_2S	sf_?2S	sf_*?2S	RB_PN_JJ_ABN	RB_QL_NN_IN_CS_CC	NNS
as	as	lc_l5	sf_AS	sf_	sf_	NOTAG	POS_RQ_LQ	IN
'	'	lc_noalpha	sf_	sf_	sf_	RB_QL_NN_IN_CS_CC	NN	LQ
Seaweed	seaweed	lc_Ul	sf_ED	sf_EED	sf_WEED	POS_RQ_LQ	POS_RQ_LQ	NP
'	'	lc_noalpha	sf_	sf_	sf_	NN	,	RQ
,	,	lc_noalpha	sf_	sf_	sf_	POS_RQ_LQ	CC	,
and	and	lc_l5	sf_ND	sf_AND	sf_	,	NP_AT	CC
a	a	lc_l1	sf_	sf_	sf_	CC	JJ	AT
youngish	youngish	lc_l	sf_SH	sf_ISH	sf_GISH	NP_AT	,	JJ
,	,	lc_noalpha	sf_	sf_	sf_	JJ	NOTAG	,
sharp-eyed	sharp-eyed	lc_l-l	sf_ED	sf_YED	sf_EYED	,	VB_NP_NN	JJ
man	man	lc_l5	sf_AN	sf_MAN	sf_	NOTAG	WP	NN
who	who	lc_l5	sf_HO	sf_WHO	sf_	VB_NP_NN	BEDZ	WP
was	was	lc_l5	sf_AS	sf_WAS	sf_	WP	JJing_VBG_NN	BEDZ
staring	staring	lc_l	sf_NG	sf_ING	sf_RING	BEDZ	NOTAG	VBG
moodily	moodily	lc_l	sf_LY	sf_ILY	sf_DILY	JJing_VBG_NN	IN	RB
into	into	lc_l5	sf_TO	sf_NTO	sf_INTO	NOTAG	NP_AT	IN
a	a	lc_l1	sf_	sf_	sf_	IN	NN	AT
gin	gin	lc_l5	sf_IN	sf_GIN	sf_	NP_AT	CC	NN
and	and	lc_l5	sf_ND	sf_AND	sf_	NN	NN_JJ	CC
tonic	tonic	lc_l5	sf_IC	sf_NIC	sf_ONIC	CC	.	NN
.	.	lc_noalpha	sf_	sf_	sf_	NN_JJ	NOTAG	.

#SENTENCENUM	113
#SRCFILE	-
Youngest	youngest	lc_Ul	sf_ST	sf_EST	sf_GEST	NOTAG	NOTAG	JJT
D.S.C	d.s.c	lc_U.U.U	sf_.C	sf_S.C	sf_.S.C	JJT	RP_RB_IN	NPT
in	in	lc_l5	sf_IN	sf_	sf_	NOTAG	ATI	IN
the	the	lc_l5	sf_HE	sf_THE	sf_	RP_RB_IN	VB_NN	ATI
war	war	lc_l5	sf_AR	sf_WAR	sf_	ATI	,	NN
,	,	lc_noalpha	sf_	sf_	sf_	VB_NN	WDT	,
what	what	lc_l5	sf_AT	sf_HAT	sf_WHAT	,	?	WDT
?	?	lc_noalpha	sf_	sf_	sf_	WDT	NOTAG	?

#SENTENCENUM	115
#SRCFILE	-
Should	should	lc_Ul	sf_LD	sf_ULD	sf_OULD	NOTAG	HV	MD
have	have	lc_l5	sf_VE	sf_AVE	sf_HAVE	MD	BEN	HV
been	been	lc_l5	sf_EN	sf_EEN	sf_BEEN	HV	NP_AT	BEN
a	a	lc_l1	sf_	sf_	sf_	BEN	NOTAG	AT
V.C	v.c	lc_U.U	sf_.C	sf_V.C	sf_	NP_AT	.	NPT
.	.	lc_noalpha	sf_	sf_	sf_	NOTAG	NOTAG	.

#SENTENCENUM	138
#SRCFILE	-
I	i	lc_U1	sf_	sf_	sf_	NOTAG	BEM	PP1A
'm	'm	lc_'l	sf_'M	sf_	sf_	PP1A_NP_CD	NP_AT	BEM
a	a	lc_l1	sf_	sf_	sf_	BEM	NOTAG	AT
Lieutenant-Commander	lieutenant-commander	lc_Ul-Ul	sf_ER	sf_DER	sf_NDER	NP_AT	.	NPT
.	.	lc_noalpha	sf_	sf_	sf_	NOTAG	NOTAG	.

#SENTENCENUM	194
#SRCFILE	-
'	'	lc_noalpha	sf_	sf_	sf_	NOTAG	NOTAG	LQ
Good-oh	good-oh	lc_Ul-l	sf_OH	sf_-OH	sf_D-OH	POS_RQ_LQ	!	UH
!	!	lc_noalpha	sf_	sf_	sf_	NOTAG	NOTAG	!

#SENTENCENUM	227
#SRCFILE	-
'	'	lc_noalpha	sf_	sf_	sf_	NOTAG	JJing_VBG_CS	LQ
Supposing	supposing	lc_Ul	sf_NG	sf_ING	sf_SING	POS_RQ_LQ	PP1A_NP_CD	VBG
I	i	lc_U1	sf_	sf_	sf_	JJing_VBG_CS	BEDZ	PP1A
was	was	lc_l5	sf_AS	sf_WAS	sf_	PP1A_NP_CD	TO	BEDZ
to	to	lc_l5	sf_TO	sf_	sf_	BEDZ	VB	TO
tell	tell	lc_l5	sf_LL	sf_ELL	sf_TELL	TO	PP2	VB
you	you	lc_l5	sf_OU	sf_YOU	sf_	VB	WP_QL_DT_CS	PP2
that	that	lc_l5	sf_AT	sf_HAT	sf_THAT	PP2	PP1AS	CS
we	we	lc_l5	sf_WE	sf_	sf_	WP_QL_DT_CS	HV	PP1AS
've	've	lc_'l	sf_VE	sf_'VE	sf_	PP1AS	HVN_HVD	HV
had	had	lc_l5	sf_AD	sf_HAD	sf_	HV	NOTAG	HVN
Pericles	pericles	lc_Ul	sf_ES	sf_LES	sf_CLES	HVN_HVD	POS_RQ_LQ	NP
'	'	lc_noalpha	sf_	sf_	sf_	NOTAG	JJ	POS
entire	entire	lc_l	sf_RE	sf_IRE	sf_TIRE	POS_RQ_LQ	VB_NN	JJ
snort	snort	lc_l5	sf_RT	sf_ORT	sf_NORT	JJ	NN	NN
equipment	equipment	lc_l	sf_NT	sf_ENT	sf_MENT	VB_NN	JJed_VBN_VBD	NN
removed	removed	lc_l	sf_ED	sf_VED	sf_OVED	NN	CC	VBN
and	and	lc_l5	sf_ND	sf_AND	sf_	JJed_VBN_VBD	NOTAG	CC
